ID,Data,Cliente,Produto,Categoria,Quantidade,Preço,Estado
1601,2022-04-16,Ana Silva,Cortina,Casa,4,166.96,RJ
1602,2025-04-28,Maria Oliveira,Perfume,Beleza,3,258.85,PR
1603,2023-06-01,João Souza,Laptop A,Eletrônicos,380,3765.14,SP
1604,2025-06-24,João Souza,Camiseta,Roupas,3,39.89,MG
1605,2023-03-08,João Souza,Jaqueta,Roupas,3,291.51,BA
1606,2020-10-13,Ana Silva,Jaqueta,Roupas,3,331.58,SP
1607,2021-12-04,Carlos Pereira,Panela,Casa,3,122.96,SP
1608,2021-12-06,Carlos Pereira,Smartwatch Z,Eletrônicos,4,709.98,
1609,2022-04-25,João Souza,Calça Jeans,Roupas,4,116.1,
1610,2025-04-28,Mariana Alves,Perfume,Beleza,1,238.91,PR
1611,2022-11-04,Maria Oliveira,Camiseta,Roupas,5,45.93,SP
1612,2024-12-30,Carlos Pereira,Shampoo,Beleza,2,20.89,BA
1613,2023-09-09,Carlos Pereira,Vassoura,Casa,156,25.96,SP
1614,2021-01-08,Desconhecido,Cortina,Casa,5,216.15,RS
1615,2023-03-05,Mariana Alves,Smartwatch Z,Eletrônicos,2,756.53,RJ
1616,2022-05-01,Carlos Pereira,Vassoura,Casa,2,25.53,SP
1617,2021-01-26,Desconhecido,Shampoo,Eletrônicos,1,18.39,
1618,2021-10-08,Desconhecido,Cortina,Casa,2,196.81,PR
1619,2020-09-30,Carlos Pereira,Vassoura,Casa,1,24.85,SP
1620,2024-02-19,Ana Silva,Cortina,Casa,2,213.72,MG
1621,2025-01-21,Maria Oliveira,Jaqueta,Roupas,3,307.89,SP
1622,2025-03-08,Ana Silva,Perfume,Beleza,2,197.69,MG
1623,2023-08-11,João Souza,Panela,Casa,1,105.76,SP
1624,2022-10-23,Desconhecido,Carregador Y,Eletrônicos,5,42.58,PR
1625,2025-03-16,Carlos Pereira,Fone X,Eletrônicos,3,147.0,BA
1626,2022-09-19,João Souza,Cortina,Casa,3,176.35,
1627,2021-10-22,Ana Silva,Shampoo,Beleza,3,21.16,SP
1628,2023-04-19,Mariana Alves,Panela,Casa,2,120.56,SP
1629,2020-02-15,João Souza,Cortina,Casa,256,235.29,SP
1630,2022-06-06,Desconhecido,Panela,Casa,5,105.77,BA
1631,2020-07-14,Carlos Pereira,Calça Jeans,Roupas,158,139.21,SP
1632,2020-01-20,Carlos Pereira,Camiseta,Roupas,1,43.22,MG
1633,2022-09-04,Ana Silva,Perfume,Eletrônicos,4,246.04,SP
1634,2020-02-29,João Souza,Shampoo,Beleza,6,17.67,RJ
1635,2021-01-30,Desconhecido,Fone X,Eletrônicos,4,150.95,MG
1636,2025-09-30,Maria Oliveira,Jaqueta,Roupas,3,291.72,PR
1637,2022-02-15,Mariana Alves,Cortina,Casa,4,185.69,SP
1638,2022-08-09,Ana Silva,Calça Jeans,Roupas,7,120.66,SP
1639,2020-02-03,Desconhecido,Camiseta,Roupas,7,39.47,MG
1640,2022-05-21,João Souza,Carregador Y,Eletrônicos,2,43.8,PR
1641,2024-02-20,Ana Silva,Calça Jeans,Roupas,4,138.11,RJ
1642,2025-08-08,Desconhecido,Vassoura,Casa,3,21.09,SP
1643,2022-10-28,Mariana Alves,Jaqueta,Roupas,3,285.02,RS
1644,2024-05-10,Maria Oliveira,Carregador Y,Eletrônicos,2,42.68,
1645,2025-05-28,Maria Oliveira,Perfume,Eletrônicos,3,226.51,MG
1646,2025-09-24,Mariana Alves,Shampoo,Beleza,2,20.27,RJ
1647,2020-03-27,Maria Oliveira,Jaqueta,Roupas,4,313.9,MG
1648,2022-09-24,Ana Silva,Carregador Y,Eletrônicos,3,38.67,BA
1649,2023-04-29,João Souza,Panela,Casa,6,129.92,PR
1650,2020-06-04,Desconhecido,Perfume,Beleza,5,214.34,RS
1651,2023-09-08,Maria Oliveira,Jaqueta,Roupas,2,270.7,RS
1652,2020-11-06,Desconhecido,Camiseta,Roupas,4,45.72,RJ
1653,2023-09-18,João Souza,Jaqueta,Roupas,4,352.89,SP
1654,2022-10-14,Mariana Alves,Vassoura,Casa,2,23.73,MG
1655,2022-01-21,Desconhecido,Shampoo,Eletrônicos,3,20.44,
1656,2025-07-06,João Souza,Shampoo,Eletrônicos,3,17.23,RJ
1657,2021-05-29,João Souza,Shampoo,Beleza,6,20.95,RJ
1658,2025-09-09,Carlos Pereira,Cortina,Casa,1,196.93,SP
1659,2022-03-20,Carlos Pereira,Laptop A,Eletrônicos,1,3430.33,RJ
1660,2023-03-14,Desconhecido,Calça Jeans,Roupas,3,122.22,
1661,2025-05-24,Maria Oliveira,Cortina,Casa,2,193.32,SP
1662,2025-12-04,Carlos Pereira,Vassoura,Casa,3,518.04,RS
1663,2024-11-10,Carlos Pereira,Perfume,Eletrônicos,1,231.74,MG
1664,2020-12-06,Mariana Alves,Panela,Casa,2,137.92,BA
1665,2021-12-20,Carlos Pereira,Cortina,Casa,166,192.67,BA
1666,2023-06-03,Mariana Alves,Perfume,Beleza,1,209.64,SP
1667,2023-09-26,Desconhecido,Panela,Casa,3,128.54,SP
1668,2022-02-15,Ana Silva,Vassoura,Casa,1,26.0,RS
1669,2024-12-03,Carlos Pereira,Cortina,Casa,4,169.0,RS
1670,2024-08-03,Carlos Pereira,Jaqueta,Roupas,1,328.12,PR
1671,2020-10-18,Ana Silva,Smartwatch Z,Eletrônicos,5,830.53,PR
1672,2021-10-27,Carlos Pereira,Jaqueta,Roupas,3,330.72,MG
1673,2025-09-18,Desconhecido,Jaqueta,Roupas,4,326.63,SP
1674,2024-04-27,Desconhecido,Camiseta,Roupas,1,41.45,BA
1675,2020-05-21,Desconhecido,Shampoo,Beleza,3,19.4,RS
1676,2021-08-28,Mariana Alves,Vassoura,Casa,3,25.63,SP
1677,2022-11-07,Mariana Alves,Shampoo,Beleza,3,19.29,SP
1678,2021-04-23,Desconhecido,Cortina,Casa,4,186.48,RS
1679,2020-11-25,Carlos Pereira,Smartwatch Z,Eletrônicos,4,786.06,RJ
1680,2023-05-22,Mariana Alves,Jaqueta,Roupas,2,253.35,MG
1681,2020-12-30,Desconhecido,Perfume,Beleza,4,213.22,
1682,2021-08-07,Desconhecido,Jaqueta,Roupas,5,308.83,MG
1683,2023-06-15,João Souza,Panela,Casa,4,127.74,SP
1684,2020-10-13,Mariana Alves,Vassoura,Casa,70,25.27,RJ
1685,2024-10-31,João Souza,Camiseta,Roupas,1,38.16,RS
1686,2021-07-04,Carlos Pereira,Fone X,Eletrônicos,3,139.92,BA
1687,2022-05-20,João Souza,Shampoo,Eletrônicos,3,17.47,RS
1688,2022-02-24,Carlos Pereira,Vassoura,Casa,3,21.93,PR
1689,2021-03-23,Ana Silva,Camiseta,Roupas,2,48.42,MG
1690,2021-05-25,Ana Silva,Camiseta,Roupas,1,47.02,PR
1691,2022-08-19,Carlos Pereira,Shampoo,Beleza,5,22.12,SP
1692,2020-09-07,Ana Silva,Shampoo,Beleza,3,19.35,SP
1693,2022-05-14,Carlos Pereira,Perfume,Beleza,4,238.33,BA
1694,2025-04-22,Mariana Alves,Cortina,Casa,3,211.96,MG
1695,2023-11-06,João Souza,Jaqueta,Roupas,4,299.95,MG
1696,2024-03-30,Maria Oliveira,Camiseta,Roupas,2,44.2,SP
1697,2025-02-14,Desconhecido,Fone X,Eletrônicos,5,156.66,PR
1698,2021-05-18,Desconhecido,Calça Jeans,Roupas,2,116.63,BA
1699,2025-04-30,Desconhecido,Camiseta,Roupas,3,46.23,PR
1700,2023-08-12,Desconhecido,Camiseta,Roupas,6,46.54,RS
1701,2023-08-26,João Souza,Perfume,Beleza,1,237.75,MG
1702,2020-11-29,Carlos Pereira,Vassoura,Casa,404,24.43,
1703,2021-02-15,Maria Oliveira,Shampoo,Beleza,3,20.92,RS
1704,2021-08-09,João Souza,Panela,Casa,3,135.74,RJ
1705,2025-03-27,Carlos Pereira,Smartwatch Z,Eletrônicos,2,834.96,PR
1706,2022-09-13,João Souza,Fone X,Eletrônicos,5,162.02,SP
1707,2024-11-16,João Souza,Calça Jeans,Roupas,2,120.23,RS
1708,2023-02-22,Desconhecido,Jaqueta,Roupas,1,228.06,BA
1709,2021-05-19,Mariana Alves,Perfume,Beleza,5,218.48,SP
1710,2023-09-25,Mariana Alves,Shampoo,Beleza,1,19.68,PR
1711,2023-06-11,Desconhecido,Vassoura,Casa,227,21.97,PR
1712,2024-11-24,João Souza,Camiseta,Roupas,1,43.6,RJ
1713,2020-12-25,Ana Silva,Jaqueta,Roupas,3,288.91,PR
1714,2022-02-09,Mariana Alves,Camiseta,Roupas,4,46.06,
1715,2023-07-07,Mariana Alves,Perfume,Eletrônicos,6,196.04,SP
1716,2022-02-16,Carlos Pereira,Calça Jeans,Roupas,2,101.46,RS
1717,2021-06-01,Ana Silva,Panela,Casa,3,138.87,BA
1718,2025-03-01,João Souza,Camiseta,Roupas,1,45.49,BA
1719,2025-02-09,Mariana Alves,Camiseta,Roupas,3,44.96,RS
1720,2020-05-20,Maria Oliveira,Vassoura,Casa,3,22.26,SP
1721,2023-01-25,Desconhecido,Calça Jeans,Roupas,3,99.9,RJ
1722,2024-03-22,Maria Oliveira,Laptop A,Eletrônicos,2,3765.14,
1723,2022-07-10,João Souza,Vassoura,Casa,6,23.0,MG
1724,2023-05-10,Ana Silva,Cortina,Casa,6,200.65,MG
1725,2024-09-26,Maria Oliveira,Cortina,Casa,1,194.66,SP
1726,2023-03-05,Desconhecido,Jaqueta,Roupas,2,309.69,
1727,2024-05-31,João Souza,Jaqueta,Roupas,1,327.42,
1728,2020-08-09,Carlos Pereira,Shampoo,Beleza,5,21.77,PR
1729,2021-07-17,Desconhecido,Cortina,Casa,4,214.34,SP
1730,2022-05-09,Desconhecido,Jaqueta,Roupas,5,309.09,PR
1731,2020-02-07,Desconhecido,Shampoo,Beleza,2,20.76,PR
1732,2021-08-27,Carlos Pereira,Shampoo,Beleza,4,22.93,SP
1733,2021-01-28,Carlos Pereira,Fone X,Eletrônicos,3,158.89,SP
1734,2023-10-18,João Souza,Perfume,Beleza,5,206.33,RJ
1735,2020-05-19,João Souza,Cortina,Casa,3,193.5,RJ
1736,2021-07-12,Desconhecido,Shampoo,Beleza,177,20.17,RS
1737,2025-03-14,Maria Oliveira,Perfume,Beleza,2,172.45,MG
1738,2020-02-17,Ana Silva,Fone X,Eletrônicos,3,157.24,BA
1739,2025-09-18,Ana Silva,Perfume,Beleza,1,251.33,RJ
1740,2021-01-22,Carlos Pereira,Vassoura,Casa,6,28.53,RS
1741,2024-11-11,Mariana Alves,Fone X,Eletrônicos,2,141.15,MG
1742,2020-09-17,Carlos Pereira,Perfume,Eletrônicos,3,227.28,BA
1743,2025-06-24,Mariana Alves,Shampoo,Beleza,2,20.63,RS
1744,2022-04-29,João Souza,Shampoo,Beleza,318,21.29,SP
1745,2025-01-05,Ana Silva,Shampoo,Eletrônicos,324,19.76,PR
1746,2022-04-24,Ana Silva,Cortina,Casa,3,230.29,
1747,2020-05-23,Ana Silva,Cortina,Casa,278,206.76,MG
1748,2021-03-12,Desconhecido,Shampoo,Eletrônicos,437,19.91,RJ
1749,2020-07-08,Desconhecido,Cortina,Casa,2,212.47,SP
1750,2025-07-01,Mariana Alves,Jaqueta,Roupas,3,354.16,BA
1751,2025-09-22,Desconhecido,Fone X,Eletrônicos,1,158.38,RJ
1752,2020-05-30,João Souza,Camiseta,Roupas,3,43.18,SP
1753,2022-06-03,Maria Oliveira,Smartwatch Z,Eletrônicos,9,721.76,SP
1754,2022-11-10,Carlos Pereira,Shampoo,Beleza,3,18.78,MG
1755,2025-02-11,Maria Oliveira,Perfume,Beleza,1,198.27,RS
1756,2021-08-09,Ana Silva,Perfume,Beleza,3,185.49,PR
1757,2022-02-28,Mariana Alves,Shampoo,Beleza,2,20.02,MG
1758,2021-09-20,Carlos Pereira,Panela,Casa,2,118.24,PR
1759,2022-10-10,Maria Oliveira,Fone X,Eletrônicos,3,144.28,PR
1760,2024-07-24,Maria Oliveira,Shampoo,Beleza,1,21.48,MG
1761,2023-09-28,João Souza,Calça Jeans,Roupas,7,126.44,SP
1762,2021-05-02,João Souza,Panela,Casa,1,105.01,RS
1763,2021-05-20,Mariana Alves,Jaqueta,Roupas,3,298.39,
1764,2025-06-28,Mariana Alves,Jaqueta,Roupas,3,312.6,PR
1765,2023-03-01,Mariana Alves,Fone X,Eletrônicos,3,152.82,SP
1766,2023-07-26,João Souza,Jaqueta,Roupas,4,334.55,PR
1767,2024-07-07,Mariana Alves,Carregador Y,Eletrônicos,2,44.71,SP
1768,2021-09-28,João Souza,Vassoura,Casa,3,21.67,RS
1769,2022-12-31,Desconhecido,Perfume,Beleza,5,211.1,RS
1770,2022-10-17,Desconhecido,Panela,Casa,276,96.27,BA
1771,2023-12-20,Mariana Alves,Calça Jeans,Roupas,3,136.03,MG
1772,2022-07-26,Desconhecido,Carregador Y,Eletrônicos,1,48.57,MG
1773,2023-07-04,Desconhecido,Fone X,Eletrônicos,4,159.34,RS
1774,2022-09-10,João Souza,Shampoo,Beleza,3,20.83,SP
1775,2023-03-16,Ana Silva,Vassoura,Casa,1,24.57,BA
1776,2021-12-07,Carlos Pereira,Vassoura,Casa,8,22.59,PR
1777,2021-05-25,Ana Silva,Shampoo,Beleza,5,20.45,
1778,2020-01-30,Desconhecido,Vassoura,Casa,3,19.79,MG
1779,2022-09-27,Mariana Alves,Panela,Casa,3,114.2,PR
1780,2022-07-10,Ana Silva,Camiseta,Roupas,1,47.7,BA
1781,2023-12-18,Carlos Pereira,Cortina,Casa,2,214.48,SP
1782,2024-03-08,Maria Oliveira,Shampoo,Beleza,3,21.71,
1783,2021-04-27,Maria Oliveira,Cortina,Casa,5,200.32,RJ
1784,2022-05-22,Desconhecido,Perfume,Beleza,2,247.27,RJ
1785,2023-06-02,Carlos Pereira,Perfume,Beleza,3,226.68,SP
1786,2023-12-28,Mariana Alves,Cortina,Casa,4,150.99,RJ
1787,2023-12-20,Ana Silva,Jaqueta,Roupas,1,324.23,SP
1788,2024-07-04,Ana Silva,Smartwatch Z,Eletrônicos,9,796.88,BA
1789,2022-03-20,Mariana Alves,Panela,Casa,3,3209.19,MG
1790,2021-05-22,Ana Silva,Carregador Y,Eletrônicos,1,39.9,RJ
1791,2025-11-04,Maria Oliveira,Calça Jeans,Roupas,3,121.19,MG
1792,2022-01-16,Ana Silva,Vassoura,Casa,149,22.94,
1793,2024-12-04,João Souza,Jaqueta,Roupas,5,275.24,MG
1794,2020-01-24,Desconhecido,Camiseta,Roupas,2,46.76,RJ
1795,2023-03-12,João Souza,Cortina,Casa,2,178.32,RS
1796,2023-09-18,João Souza,Shampoo,Beleza,4,22.37,BA
1797,2022-12-24,Carlos Pereira,Vassoura,Casa,2,27.25,BA
1798,2021-06-05,Carlos Pereira,Vassoura,Casa,437,29.78,RS
1799,2024-05-11,Ana Silva,Fone X,Eletrônicos,4,124.98,SP
1800,2021-09-29,Mariana Alves,Shampoo,Eletrônicos,1,18.68,SP
1801,2023-02-11,Mariana Alves,Perfume,Eletrônicos,3,219.5,BA
1802,2023-03-31,Carlos Pereira,Smartwatch Z,Eletrônicos,4,879.18,RJ
1803,2021-09-16,João Souza,Camiseta,Roupas,3,52.01,
1804,2022-12-15,Desconhecido,Panela,Casa,2,120.4,BA
1805,2021-02-26,João Souza,Shampoo,Beleza,74,19.71,RJ
1806,2021-05-08,Carlos Pereira,Perfume,Eletrônicos,1,213.93,RJ
1807,2021-08-21,Ana Silva,Shampoo,Beleza,2,19.35,SP
1808,2020-07-27,Carlos Pereira,Cortina,Casa,73,223.66,RS
1809,2022-08-05,Maria Oliveira,Cortina,Casa,3,211.14,SP
1810,2025-09-19,Desconhecido,Perfume,Eletrônicos,2,195.99,SP
1811,2023-01-07,Maria Oliveira,Jaqueta,Roupas,3,285.46,MG
1812,2022-10-08,Ana Silva,Fone X,Eletrônicos,2,152.15,SP
1813,2020-08-01,João Souza,Calça Jeans,Roupas,2,122.38,RJ
1814,2021-02-16,João Souza,Calça Jeans,Roupas,4,123.9,MG
1815,2023-10-01,Ana Silva,Fone X,Eletrônicos,4,156.0,PR
1816,2021-06-17,Maria Oliveira,Jaqueta,Roupas,3,304.98,RS
1817,2024-03-02,Desconhecido,Camiseta,Roupas,3,48.7,PR
1818,2024-04-22,Ana Silva,Fone X,Eletrônicos,1,155.03,SP
1819,2022-02-19,Desconhecido,Panela,Casa,4,143.69,SP
1820,2023-11-05,Desconhecido,Panela,Casa,4,115.5,BA
1821,2021-09-21,João Souza,Calça Jeans,Roupas,4,127.97,BA
1822,2022-10-31,Maria Oliveira,Vassoura,Casa,1,23.73,RS
1823,2021-04-25,Ana Silva,Cortina,Casa,168,177.07,BA
1824,2025-08-25,João Souza,Perfume,Beleza,4,168.03,RS
1825,2021-06-12,Ana Silva,Shampoo,Beleza,140,18.56,RS
1826,2022-02-18,Carlos Pereira,Shampoo,Beleza,5,21.97,SP
1827,2024-11-28,Mariana Alves,Cortina,Casa,2,191.38,PR
1828,2023-01-17,João Souza,Shampoo,Eletrônicos,1,19.52,PR
1829,2022-06-11,Mariana Alves,Vassoura,Casa,1,26.72,RS
1830,2022-11-26,João Souza,Jaqueta,Roupas,1,280.75,RJ
1831,2021-05-02,João Souza,Shampoo,Eletrônicos,5,21.06,RJ
1832,2020-06-09,Maria Oliveira,Carregador Y,Eletrônicos,4,35.71,
1833,2020-07-30,João Souza,Panela,Casa,5,113.03,SP
1834,2023-11-24,Maria Oliveira,Carregador Y,Eletrônicos,1,40.54,RS
1835,2021-01-07,Mariana Alves,Calça Jeans,Roupas,2,126.53,SP
1836,2020-02-12,João Souza,Camiseta,Roupas,4,40.07,RJ
1837,2020-03-05,Desconhecido,Vassoura,Casa,3,25.56,RJ
1838,2022-04-24,João Souza,Calça Jeans,Roupas,3,109.85,RJ
1839,2024-06-07,Carlos Pereira,Jaqueta,Roupas,5,306.55,RS
1840,2024-11-12,João Souza,Panela,Casa,5,131.62,BA
1841,2022-01-13,João Souza,Laptop A,Eletrônicos,290,2810.15,PR
1842,2025-07-02,Desconhecido,Camiseta,Roupas,1,44.75,RJ
1843,2021-10-29,Carlos Pereira,Shampoo,Beleza,1,22.15,SP
1844,2021-08-10,Carlos Pereira,Calça Jeans,Roupas,4,115.53,PR
1845,2024-07-06,Desconhecido,Panela,Casa,3,138.39,RS
1846,2020-02-18,Carlos Pereira,Panela,Casa,3,118.24,SP
1847,2020-02-25,João Souza,Camiseta,Roupas,3,49.0,RJ
1848,2021-08-07,Ana Silva,Carregador Y,Eletrônicos,5,44.11,
1849,2020-12-14,João Souza,Vassoura,Casa,1,31.18,BA
1850,2021-10-30,Maria Oliveira,Panela,Casa,3,113.74,RJ
1851,2020-08-16,Desconhecido,Panela,Casa,3,129.36,SP
1852,2020-07-01,Mariana Alves,Camiseta,Roupas,3,40.06,BA
1853,2024-08-28,Ana Silva,Camiseta,Roupas,1,37.57,RJ
1854,2024-10-15,João Souza,Jaqueta,Roupas,3,301.03,RJ
1855,2022-07-14,Desconhecido,Smartwatch Z,Eletrônicos,238,791.97,SP
1856,2021-03-27,Ana Silva,Calça Jeans,Roupas,4,121.28,SP
1857,2023-09-28,Maria Oliveira,Fone X,Eletrônicos,3,142.73,PR
1858,2021-09-10,Carlos Pereira,Cortina,Casa,3,188.36,PR
1859,2022-12-01,João Souza,Perfume,Beleza,3,199.26,PR
1860,2023-03-21,Ana Silva,Calça Jeans,Roupas,1,128.99,PR
1861,2024-02-20,Desconhecido,Fone X,Eletrônicos,3,158.93,
1862,2021-08-31,Maria Oliveira,Smartwatch Z,Eletrônicos,3,751.37,BA
1863,2025-05-13,Ana Silva,Perfume,Beleza,3,201.33,RS
1864,2023-02-14,Ana Silva,Camiseta,Roupas,1,45.23,SP
1865,2024-04-26,Maria Oliveira,Cortina,Casa,1,186.31,BA
1866,2024-08-22,João Souza,Shampoo,Beleza,7,17.79,MG
1867,2024-10-09,Mariana Alves,Cortina,Casa,4,194.38,BA
1868,2022-07-31,Ana Silva,Perfume,Beleza,7,205.96,BA
1869,2022-06-17,João Souza,Camiseta,Roupas,3,41.11,RJ
1870,2020-03-11,Mariana Alves,Panela,Casa,4,106.87,SP
1871,2020-09-01,Maria Oliveira,Carregador Y,Eletrônicos,2,1030.12,BA
1872,2021-08-13,João Souza,Camiseta,Roupas,1,40.98,SP
1873,2021-07-18,Desconhecido,Smartwatch Z,Eletrônicos,2,845.03,RS
1874,2020-04-17,Maria Oliveira,Shampoo,Eletrônicos,3,19.79,PR
1875,2020-10-29,Mariana Alves,Fone X,Eletrônicos,3,187.55,SP
1876,2024-02-05,Ana Silva,Camiseta,Roupas,1,1712.88,SP
1877,2024-09-01,João Souza,Vassoura,Casa,101,26.18,SP
1878,2023-11-05,Carlos Pereira,Calça Jeans,Roupas,3,87.33,RS
1879,2020-02-24,Ana Silva,Fone X,Eletrônicos,1,134.22,PR
1880,2020-05-11,Mariana Alves,Fone X,Eletrônicos,4,142.87,MG
1881,2024-01-10,Mariana Alves,Jaqueta,Roupas,2,248.03,BA
1882,2023-06-07,Carlos Pereira,Carregador Y,Eletrônicos,2,38.43,SP
1883,2024-03-26,Desconhecido,Calça Jeans,Roupas,2,126.03,PR
1884,2020-08-17,Carlos Pereira,Fone X,Eletrônicos,4,168.18,
1885,2025-02-04,Maria Oliveira,Perfume,Beleza,5,263.99,
1886,2024-04-07,Ana Silva,Jaqueta,Roupas,5,268.37,MG
1887,2022-03-08,Ana Silva,Fone X,Eletrônicos,5,149.2,MG
1888,2023-10-06,João Souza,Camiseta,Roupas,3,45.92,BA
1889,2021-03-12,João Souza,Shampoo,Beleza,3,22.91,RS
1890,2023-06-20,Mariana Alves,Jaqueta,Roupas,3,356.42,SP
1891,2022-09-11,Ana Silva,Shampoo,Beleza,59,18.46,PR
1892,2025-06-04,Ana Silva,Camiseta,Roupas,6,48.58,RJ
1893,2020-02-04,Maria Oliveira,Vassoura,Casa,1,26.73,RJ
1894,2023-12-07,Desconhecido,Camiseta,Roupas,1,36.63,RS
1895,2021-02-02,Carlos Pereira,Panela,Casa,1,131.14,BA
1896,2021-09-07,Mariana Alves,Cortina,Casa,2,201.4,PR
1897,2020-06-02,João Souza,Smartwatch Z,Eletrônicos,2,755.67,SP
1898,2021-01-17,João Souza,Shampoo,Beleza,4,17.15,RS
1899,2021-10-21,Carlos Pereira,Carregador Y,Eletrônicos,2,41.76,RJ
1900,2024-01-15,Ana Silva,Perfume,Beleza,2,221.39,RJ
1901,2022-05-05,João Souza,Perfume,Beleza,2,229.97,SP
1902,2020-03-02,Maria Oliveira,Panela,Casa,2,117.33,BA
1903,2021-01-20,Maria Oliveira,Carregador Y,Eletrônicos,3,39.96,SP
1904,2020-10-06,Mariana Alves,Calça Jeans,Roupas,3,123.38,SP
1905,2020-10-18,Desconhecido,Cortina,Casa,4,190.49,BA
1906,2022-11-14,Desconhecido,Fone X,Eletrônicos,135,148.69,PR
1907,2025-06-22,Maria Oliveira,Calça Jeans,Roupas,5,112.96,MG
1908,2021-12-06,Maria Oliveira,Vassoura,Casa,1,23.12,MG
1909,2024-03-10,Desconhecido,Vassoura,Casa,4,26.08,BA
1910,2022-12-12,Mariana Alves,Shampoo,Beleza,2,20.27,RS
1911,2022-09-29,João Souza,Carregador Y,Eletrônicos,3,40.4,MG
1912,2021-10-10,Ana Silva,Calça Jeans,Roupas,3,113.73,
1913,2025-03-08,Maria Oliveira,Cortina,Casa,5,220.74,PR
1914,2025-03-19,Ana Silva,Fone X,Eletrônicos,336,145.87,MG
1915,2024-11-09,Carlos Pereira,Camiseta,Roupas,2,46.65,MG
1916,2023-03-11,João Souza,Panela,Casa,2,116.19,RJ
1917,2025-02-04,Mariana Alves,Smartwatch Z,Eletrônicos,5,738.38,SP
1918,2022-05-24,Mariana Alves,Perfume,Eletrônicos,4,235.15,SP
1919,2024-01-20,Carlos Pereira,Camiseta,Roupas,3,44.42,RJ
1920,2020-03-04,Maria Oliveira,Jaqueta,Roupas,2,288.61,SP
1921,2020-12-08,Ana Silva,Calça Jeans,Roupas,376,108.66,SP
1922,2023-06-05,Carlos Pereira,Panela,Casa,3,121.49,PR
1923,2022-11-28,Ana Silva,Smartwatch Z,Eletrônicos,4,738.06,MG
1924,2023-05-01,João Souza,Calça Jeans,Roupas,426,117.32,BA
1925,2025-05-01,Desconhecido,Cortina,Casa,3,183.76,RS
1926,2024-05-12,Mariana Alves,Shampoo,Beleza,3,19.74,SP
1927,2021-08-15,Desconhecido,Camiseta,Roupas,5,51.39,SP
1928,2025-02-21,Carlos Pereira,Camiseta,Roupas,3,54.14,RS
1929,2024-07-22,Mariana Alves,Perfume,Eletrônicos,255,218.61,
1930,2021-05-29,Desconhecido,Shampoo,Beleza,6,19.84,SP
1931,2022-06-14,Carlos Pereira,Panela,Casa,4,120.04,PR
1932,2024-03-26,Maria Oliveira,Camiseta,Roupas,4,44.12,PR
1933,2020-02-28,Maria Oliveira,Perfume,Eletrônicos,3,177.6,RJ
1934,2025-08-18,Desconhecido,Vassoura,Casa,5,24.03,BA
1935,2024-08-22,Maria Oliveira,Jaqueta,Roupas,1,337.27,MG
1936,2023-10-07,João Souza,Cortina,Casa,194,194.87,MG
1937,2021-12-25,Mariana Alves,Cortina,Casa,238,221.1,RJ
1938,2024-11-26,Desconhecido,Shampoo,Beleza,4,21.89,SP
1939,2021-03-01,Desconhecido,Perfume,Eletrônicos,2,213.51,SP
1940,2025-07-26,Desconhecido,Vassoura,Casa,5,24.76,PR
1941,2020-05-13,Carlos Pereira,Camiseta,Roupas,3,42.76,RS
1942,2025-05-02,Ana Silva,Calça Jeans,Roupas,3,108.56,SP
1943,2023-07-12,Carlos Pereira,Perfume,Beleza,1,190.57,SP
1944,2024-03-14,Mariana Alves,Calça Jeans,Roupas,3,127.35,PR
1945,2022-12-19,Carlos Pereira,Shampoo,Beleza,2,17.82,SP
1946,2024-08-25,Ana Silva,Shampoo,Eletrônicos,1,18.63,RS
1947,2024-03-13,Maria Oliveira,Smartwatch Z,Eletrônicos,7,768.67,RJ
1948,2024-05-22,Mariana Alves,Perfume,Beleza,1,178.58,
1949,2020-07-30,João Souza,Perfume,Beleza,3,260.29,RS
1950,2021-12-12,Maria Oliveira,Panela,Casa,2,128.04,MG
1951,2022-08-04,Desconhecido,Fone X,Eletrônicos,3,166.96,PR
1952,2024-05-24,Mariana Alves,Carregador Y,Eletrônicos,3,40.12,RJ
1953,2021-01-16,Ana Silva,Panela,Casa,2,133.17,PR
1954,2021-09-18,Mariana Alves,Panela,Casa,2,105.94,PR
1955,2024-04-15,Desconhecido,Smartwatch Z,Eletrônicos,3,716.85,PR
1956,2024-01-06,João Souza,Shampoo,Beleza,3,18.26,RJ
1957,2022-03-04,Desconhecido,Cortina,Casa,3,184.38,PR
1958,2020-07-30,Ana Silva,Fone X,Eletrônicos,398,183.17,PR
1959,2021-02-27,Carlos Pereira,Shampoo,Beleza,2,17.15,SP
1960,2021-08-03,Maria Oliveira,Fone X,Eletrônicos,4,148.56,SP
1961,2025-07-17,João Souza,Panela,Casa,4,100.82,BA
1962,2020-03-30,Ana Silva,Vassoura,Casa,5,23.38,SP
1963,2022-11-05,Carlos Pereira,Jaqueta,Roupas,3,302.6,BA
1964,2021-10-21,Maria Oliveira,Shampoo,Eletrônicos,3,23.55,PR
1965,2020-05-08,Maria Oliveira,Calça Jeans,Roupas,2,127.17,PR
1966,2020-01-21,Mariana Alves,Camiseta,Roupas,2,53.3,RJ
1967,2020-05-01,Mariana Alves,Panela,Casa,4,127.81,RJ
1968,2024-02-03,João Souza,Perfume,Eletrônicos,2,249.42,SP
1969,2022-06-19,Desconhecido,Carregador Y,Eletrônicos,1,41.55,RJ
