Data Abertura,Data Fechamento,Tempo Resposta (s),ID Usuario,ID Suporte,ID Problema,Status,Chave_ID_Problema,Chave_ID_Suporte,Chave_ID_Usuario,Dias_Resolucao,Problema,Nome Suporte,Sexo,Data de Nascimento,Nome Usuario,Sexo_Usuario,Data de Nascimento_Usuario,Data de inscrição
2017-06-14,2017-06-14,00:01:24,374,52,1,Cancelado,1,52,374,0,Conexão lenta,Suporte sem cadastro (ID 52),,,Poline Limp,F,1996-11-26 00:00:00,2019-05-24 00:00:00
2017-06-14,2017-06-15,00:09:42,210,114,21,Encerrado,21,114,210,1,Imagem,Suporte sem cadastro (ID 114),,,José Cardeman,M,1996-06-13 00:00:00,2017-02-15 00:00:00
2017-06-14,2017-06-17,00:06:19,327,9,9,Cancelado,9,9,327,3,Tempo de resposta,Audir Muniz,M,1982-08-27 00:00:00,Michelle Zerbinato,F,1993-09-03 00:00:00,2019-02-13 00:00:00
2017-06-14,2017-06-14,00:02:59,92,142,6,Encerrado,6,142,92,0,Recursos não disponíveis,Suporte sem cadastro (ID 142),,,Caroline Gaspar de Mattos      ,F,1983-03-19 00:00:00,2017-12-24 00:00:00
2017-06-14,2017-06-14,00:09:11,262,23,13,Encerrado,13,23,262,0,Sugestões/Outros,Isabella Azevedo Moura,F,1999-02-07 00:00:00,Lucas Racy,M,1991-09-22 00:00:00,2019-02-09 00:00:00
2017-06-14,2017-06-14,00:02:18,395,140,4,Encerrado,4,140,395,0,Prazo expirado antes do tempo,Suporte sem cadastro (ID 140),,,Renan Assis da Silva,M,1988-03-28 00:00:00,2017-09-06 00:00:00
2017-06-14,2017-06-20,00:03:38,194,117,1,Encerrado,1,117,194,6,Conexão lenta,Suporte sem cadastro (ID 117),,,João Barbosa,M,1998-03-20 00:00:00,2018-11-08 00:00:00
2017-06-14,2017-06-14,00:11:02,160,221,6,Encerrado,6,221,160,0,Recursos não disponíveis,Suporte sem cadastro (ID 221),,,Gil Bonder,M,1989-11-29 00:00:00,2017-12-05 00:00:00
2017-06-15,2017-06-16,00:02:52,90,112,5,Encerrado,5,112,90,1,Problema com pagamento,Suporte sem cadastro (ID 112),,,Carolina Racy,F,1984-02-28 00:00:00,2017-07-07 00:00:00
2017-06-15,2017-06-18,00:02:22,403,173,12,Encerrado,12,173,403,3,Emitir certificado,Suporte sem cadastro (ID 173),,,Roberto Suzano,M,1981-10-02 00:00:00,2019-05-07 00:00:00
2017-06-15,2017-06-15,00:06:01,421,165,8,Encerrado,8,165,421,0,Renovação de contrato,Suporte sem cadastro (ID 165),,,Thalles Jordão Teixeira,M,1994-08-22 00:00:00,2018-01-03 00:00:00
2017-06-15,2017-06-18,00:02:48,241,181,17,Encerrado,17,181,241,3,Falha no Excel,Suporte sem cadastro (ID 181),,,Leticia Mota,F,1984-08-08 00:00:00,2019-05-04 00:00:00
2017-06-15,2017-06-22,00:06:14,36,326,12,Encerrado,12,326,36,7,Emitir certificado,Suporte sem cadastro (ID 326),,,Bárbara Gonçalves ,F,1987-03-25 00:00:00,2018-10-12 00:00:00
2017-06-15,2017-06-15,00:06:29,203,171,12,Encerrado,12,171,203,0,Emitir certificado,Suporte sem cadastro (ID 171),,,João Negrelli,M,1986-06-22 00:00:00,2019-02-02 00:00:00
2017-06-15,2017-06-16,00:06:37,423,207,1,Encerrado,1,207,423,1,Conexão lenta,Suporte sem cadastro (ID 207),,,Thayná Freitas Medronho,F,1998-04-20 00:00:00,2017-01-03 00:00:00
2017-06-15,2017-06-24,00:12:47,12,109,11,Aguardando resposta do usuário,11,109,12,9,Dúvidas/Outros,Suporte sem cadastro (ID 109),,,Amanda Marinho,F,1988-06-25 00:00:00,2019-04-18 00:00:00
2017-06-15,2017-06-16,00:01:27,263,75,10,Encerrado,10,75,263,1,Alterar perfil de usuário,Suporte sem cadastro (ID 75),,,Lucas Short Santa Cecilia,M,1980-03-20 00:00:00,2017-04-10 00:00:00
2017-06-15,2017-06-15,00:03:47,17,138,1,Encerrado,1,138,17,0,Conexão lenta,Suporte sem cadastro (ID 138),,,Ana de Almeida Fournier de Assis,F,1985-05-06 00:00:00,2017-01-10 00:00:00
2017-06-15,2017-06-16,00:06:28,434,115,1,Encerrado,1,115,434,1,Conexão lenta,Suporte sem cadastro (ID 115),,,Victor Mota,M,1999-04-04 00:00:00,2018-04-14 00:00:00
2017-06-15,2017-06-21,00:07:33,165,17,6,Cancelado,6,17,165,6,Recursos não disponíveis,Eric Amante,M,1998-08-05 00:00:00,Guilherme Delgado,M,1985-11-17 00:00:00,2017-07-15 00:00:00
2017-06-15,2017-06-15,00:06:43,146,101,17,Encerrado,17,101,146,0,Falha no Excel,Suporte sem cadastro (ID 101),,,Frederico Vidal,M,1983-10-30 00:00:00,2019-12-05 00:00:00
2017-06-15,2017-06-22,00:05:40,68,12,4,Encerrado,4,12,68,7,Prazo expirado antes do tempo,Bruna Serva,F,1993-02-25 00:00:00,Bruno Vargas,M,1986-05-06 00:00:00,2019-05-07 00:00:00
2017-06-15,2017-06-16,00:08:14,105,254,6,Encerrado,6,254,105,1,Recursos não disponíveis,Suporte sem cadastro (ID 254),,,Daniele Blumberg,F,1980-08-12 00:00:00,2018-06-13 00:00:00
2017-06-15,2017-06-24,00:09:09,116,64,1,Encerrado,1,64,116,9,Conexão lenta,Suporte sem cadastro (ID 64),,,Eduarda Mello,F,1998-03-16 00:00:00,2017-04-12 00:00:00
2017-06-16,2017-06-16,00:05:48,307,182,1,Cancelado,1,182,307,0,Conexão lenta,Suporte sem cadastro (ID 182),,,Marina Duarte Barbosa,F,1999-08-03 00:00:00,2017-07-25 00:00:00
2017-06-16,2017-06-16,00:01:10,26,97,12,Encerrado,12,97,26,0,Emitir certificado,Suporte sem cadastro (ID 97),,,André Melo Soledade,M,1997-12-23 00:00:00,2018-02-10 00:00:00
2017-06-16,2017-06-16,00:06:22,177,16,11,Encerrado,11,16,177,0,Dúvidas/Outros,Douglas Pinto,M,1999-12-15 00:00:00,Igor Feijo,M,1991-06-06 00:00:00,2017-07-17 00:00:00
2017-06-16,2017-06-18,00:01:49,205,34,13,Encerrado,13,34,205,2,Sugestões/Outros,Matheus Rubio,M,1990-12-26 00:00:00,João Ramos,M,1997-07-12 00:00:00,2017-06-11 00:00:00
2017-06-16,2017-06-22,00:08:59,138,140,1,Cancelado,1,140,138,6,Conexão lenta,Suporte sem cadastro (ID 140),,,Filipe Tabet,M,1988-12-07 00:00:00,2018-03-14 00:00:00
2017-06-16,2017-06-24,00:02:24,38,63,9,Encerrado,9,63,38,8,Tempo de resposta,Suporte sem cadastro (ID 63),,,Bárbara Spenchutt Vieira,F,1982-03-10 00:00:00,2018-11-02 00:00:00
2017-06-16,2017-06-18,00:18:57,388,121,17,Encerrado,17,121,388,2,Falha no Excel,Suporte sem cadastro (ID 121),,,Raíza Barbosa,F,1992-02-15 00:00:00,2019-12-10 00:00:00
2017-06-16,2017-06-17,00:02:48,173,34,8,Encerrado,8,34,173,1,Renovação de contrato,Matheus Rubio,M,1990-12-26 00:00:00,Helena Carramanhos Peixoto ,F,1997-07-25 00:00:00,2018-03-13 00:00:00
2017-06-16,2017-06-20,00:02:17,389,103,15,Encerrado,15,103,389,4,Página indisponível,Suporte sem cadastro (ID 103),,,Raíza Barcellos,F,1998-01-31 00:00:00,2019-10-14 00:00:00
2017-06-16,2017-06-16,00:15:04,228,29,9,Encerrado,9,29,228,0,Tempo de resposta,João Monteiro,M,1995-07-20 00:00:00,Juliana Vieira Filho,F,1996-08-09 00:00:00,2019-07-09 00:00:00
2017-06-17,2017-06-19,00:04:51,279,28,13,Cancelado,13,28,279,2,Sugestões/Outros,Jéssica Neves Heimlich,F,1999-11-16 00:00:00,Luiza Garcia Soares,F,1980-01-18 00:00:00,2018-04-12 00:00:00
2017-06-17,2017-06-18,00:03:12,394,16,12,Aguardando resposta do usuário,12,16,394,1,Emitir certificado,Douglas Pinto,M,1999-12-15 00:00:00,Raquel Tavares,M,1993-10-18 00:00:00,2018-07-10 00:00:00
2017-06-17,2017-06-26,00:07:04,384,109,5,Cancelado,5,109,384,9,Problema com pagamento,Suporte sem cadastro (ID 109),,,Rafael Viana Santos,M,1990-03-23 00:00:00,2017-01-03 00:00:00
2017-06-17,2017-06-17,00:07:54,45,61,17,Cancelado,17,61,45,0,Falha no Excel,Suporte sem cadastro (ID 61),,,Bernardo de Lima Oliveira,M,1988-09-06 00:00:00,2019-06-27 00:00:00
2017-06-17,2017-06-17,00:12:21,178,142,6,Encerrado,6,142,178,0,Recursos não disponíveis,Suporte sem cadastro (ID 142),,,Igor Fiorenza Duque Pinho,M,1999-05-24 00:00:00,2018-02-01 00:00:00
2017-06-17,2017-06-17,00:02:11,267,199,13,Encerrado,13,199,267,0,Sugestões/Outros,Suporte sem cadastro (ID 199),,,Luis Morgado,M,1991-10-13 00:00:00,2019-02-19 00:00:00
2017-06-17,2017-06-23,00:15:09,83,24,8,Cancelado,8,24,83,6,Renovação de contrato,Jeferson Pinheiro Mariano,M,1995-09-13 00:00:00,Carolina de Souza Almeida,F,2000-08-05 00:00:00,2017-07-11 00:00:00
2017-06-17,2017-06-17,00:09:27,151,200,15,Encerrado,15,200,151,0,Página indisponível,Suporte sem cadastro (ID 200),,,Gabriel Rozental,M,1985-01-24 00:00:00,2017-07-03 00:00:00
2017-06-17,2017-06-21,00:02:51,79,151,12,Encerrado,12,151,79,4,Emitir certificado,Suporte sem cadastro (ID 151),,,Carolina Araujo Sagrillo,F,1999-06-15 00:00:00,2019-09-15 00:00:00
2017-06-17,2017-06-20,00:04:00,393,208,6,Encerrado,6,208,393,3,Recursos não disponíveis,Suporte sem cadastro (ID 208),,,Raphael Rodrigues,M,1998-01-28 00:00:00,2017-11-06 00:00:00
2017-06-18,2017-06-18,00:02:07,349,28,19,Encerrado,19,28,349,0,Falha no Powerpoint,Jéssica Neves Heimlich,F,1999-11-16 00:00:00,Patricia Vieira Branco de Matos,F,1987-10-04 00:00:00,2018-08-30 00:00:00
2017-06-18,2017-06-20,00:07:17,66,176,6,Encerrado,6,176,66,2,Recursos não disponíveis,Suporte sem cadastro (ID 176),,,Bruno Paes Leme,M,1981-05-11 00:00:00,2017-08-10 00:00:00
2017-06-18,2017-06-20,00:01:19,283,145,13,Encerrado,13,145,283,2,Sugestões/Outros,Suporte sem cadastro (ID 145),,,Luize da Costa,F,1983-10-10 00:00:00,2017-04-22 00:00:00
2017-06-18,2017-06-19,00:02:49,394,74,1,Encerrado,1,74,394,1,Conexão lenta,Suporte sem cadastro (ID 74),,,Raquel Tavares,M,1993-10-18 00:00:00,2018-07-10 00:00:00
2017-06-18,2017-06-18,00:03:36,198,190,9,Encerrado,9,190,198,0,Tempo de resposta,Suporte sem cadastro (ID 190),,,João Fagundes,M,1990-04-11 00:00:00,2017-11-29 00:00:00
2017-06-18,2017-06-18,00:02:58,254,101,18,Cancelado,18,101,254,0,Falha no Word,Suporte sem cadastro (ID 101),,,Lucas Bach,M,1998-11-26 00:00:00,2017-11-28 00:00:00
2017-06-18,2017-06-19,00:04:45,168,149,18,Encerrado,18,149,168,1,Falha no Word,Suporte sem cadastro (ID 149),,,Guilherme Lopes da Silveira ,M,1997-09-30 00:00:00,2018-01-12 00:00:00
2017-06-19,2017-06-19,00:06:27,141,9,8,Cancelado,8,9,141,0,Renovação de contrato,Audir Muniz,M,1982-08-27 00:00:00,Flávio Fontes,M,1981-10-30 00:00:00,2018-09-12 00:00:00
2017-06-19,2017-06-19,00:07:54,166,181,1,Cancelado,1,181,166,0,Conexão lenta,Suporte sem cadastro (ID 181),,,Guilherme Johnson,M,1982-03-19 00:00:00,2019-04-28 00:00:00
2017-06-19,2017-06-26,00:03:42,408,149,6,Encerrado,6,149,408,7,Recursos não disponíveis,Suporte sem cadastro (ID 149),,,Rodrigo Funcke,M,1988-03-02 00:00:00,2019-01-06 00:00:00
2017-06-19,2017-06-20,00:08:21,166,98,11,Encerrado,11,98,166,1,Dúvidas/Outros,Suporte sem cadastro (ID 98),,,Guilherme Johnson,M,1982-03-19 00:00:00,2019-04-28 00:00:00
2017-06-19,2017-06-20,00:06:54,243,51,9,Aguardando resposta do usuário,9,51,243,1,Tempo de resposta,Suporte sem cadastro (ID 51),,,Lígia Fernandes Filardi,F,1988-11-01 00:00:00,2019-04-03 00:00:00
2017-06-19,2017-06-20,00:09:15,272,217,2,Encerrado,2,217,272,1,Problema com login,Suporte sem cadastro (ID 217),,,Luiz Gonçalves,M,1982-03-31 00:00:00,2017-10-18 00:00:00
2017-06-19,2017-06-23,00:02:45,90,18,9,Encerrado,9,18,90,4,Tempo de resposta,Flávio Barbosa,M,1994-07-23 00:00:00,Carolina Racy,F,1984-02-28 00:00:00,2017-07-07 00:00:00
2017-06-19,2017-06-20,00:06:34,237,54,13,Encerrado,13,54,237,1,Sugestões/Outros,Suporte sem cadastro (ID 54),,,Leandro Tabet,M,1982-07-20 00:00:00,2017-11-22 00:00:00
2017-06-19,2017-06-19,00:01:30,55,311,17,Encerrado,17,311,55,0,Falha no Excel,Suporte sem cadastro (ID 311),,,Bruna Calmon,F,1991-08-17 00:00:00,2018-11-21 00:00:00
2017-06-19,2017-06-19,00:04:58,273,20,11,Encerrado,11,20,273,0,Dúvidas/Outros,Giuseppe Fernandes,M,1997-07-16 00:00:00,Luiz Guarçoni Migueis,M,1981-04-03 00:00:00,2018-12-03 00:00:00
2017-06-19,2017-06-19,00:05:19,317,70,11,Encerrado,11,70,317,0,Dúvidas/Outros,Suporte sem cadastro (ID 70),,,Matheus Andrade Souza ,M,2000-02-12 00:00:00,2018-12-17 00:00:00
2017-06-20,2017-06-22,00:09:44,80,19,8,Aguardando resposta do usuário,8,19,80,2,Renovação de contrato,Gabriel Viana,M,1982-07-01 00:00:00,Carolina Calafate,F,1989-07-04 00:00:00,2018-08-01 00:00:00
2017-06-20,2017-06-25,00:07:13,26,29,2,Encerrado,2,29,26,5,Problema com login,João Monteiro,M,1995-07-20 00:00:00,André Melo Soledade,M,1997-12-23 00:00:00,2018-02-10 00:00:00
2017-06-20,2017-06-20,00:05:33,207,268,1,Aguardando resposta do usuário,1,268,207,0,Conexão lenta,Suporte sem cadastro (ID 268),,,João Rodrigues,M,1983-12-12 00:00:00,2017-12-31 00:00:00
2017-06-20,2017-06-24,00:04:55,381,125,3,Encerrado,3,125,381,4,Cancelar usuário,Suporte sem cadastro (ID 125),,,Rafael Oliveira Leite Silva,M,1980-11-18 00:00:00,2019-06-08 00:00:00
2017-06-20,2017-06-21,00:02:31,21,94,5,Encerrado,5,94,21,1,Problema com pagamento,Suporte sem cadastro (ID 94),,,Ana Sabino de Azevedo Duarte silva,F,1994-09-06 00:00:00,2018-12-31 00:00:00
2017-06-20,2017-06-22,00:04:03,413,180,9,Cancelado,9,180,413,2,Tempo de resposta,Suporte sem cadastro (ID 180),,,Sarah de Carvalho Gomes,F,1981-11-27 00:00:00,2017-10-24 00:00:00
2017-06-20,2017-06-21,00:03:38,254,246,1,Encerrado,1,246,254,1,Conexão lenta,Suporte sem cadastro (ID 246),,,Lucas Bach,M,1998-11-26 00:00:00,2017-11-28 00:00:00
2017-06-20,2017-06-27,00:05:38,86,166,5,Encerrado,5,166,86,7,Problema com pagamento,Suporte sem cadastro (ID 166),,,Carolina Gonçalves Lixa Fontoura,F,1984-01-31 00:00:00,2017-03-26 00:00:00
2017-06-20,2017-06-20,00:08:08,9,4,13,Encerrado,13,4,9,0,Sugestões/Outros,Ana Barbosa,F,1984-06-02 00:00:00,Aline Santos Silva,F,1984-08-29 00:00:00,2019-01-09 00:00:00
2017-06-20,2017-06-20,00:04:13,131,111,8,Encerrado,8,111,131,0,Renovação de contrato,Suporte sem cadastro (ID 111),,,Felipe Sousa Melo,M,1996-04-30 00:00:00,2017-07-19 00:00:00
2017-06-20,2017-06-22,00:07:12,277,14,15,Encerrado,15,14,277,2,Página indisponível,Daniel Garcia,M,2000-04-02 00:00:00,Luiz Viana,M,1998-02-16 00:00:00,2018-07-23 00:00:00
2017-06-20,2017-06-20,00:11:55,58,450,1,Cancelado,1,450,58,0,Conexão lenta,Suporte sem cadastro (ID 450),,,Bruna Jimenez Jimbo,F,1998-04-16 00:00:00,2019-06-04 00:00:00
2017-06-20,2017-06-20,00:04:08,297,48,5,Cancelado,5,48,297,0,Problema com pagamento,Suporte sem cadastro (ID 48),,,Mariana Almeida Alexandre,F,1996-01-10 00:00:00,2019-12-09 00:00:00
2017-06-21,2017-06-21,00:02:46,175,208,4,Aguardando resposta do usuário,4,208,175,0,Prazo expirado antes do tempo,Suporte sem cadastro (ID 208),,,Iasmim Jacques Gamboa Fernandez de Oliveira Netto,F,1997-08-04 00:00:00,2018-08-13 00:00:00
2017-06-21,2017-06-23,00:06:18,327,163,17,Aguardando resposta do usuário,17,163,327,2,Falha no Excel,Suporte sem cadastro (ID 163),,,Michelle Zerbinato,F,1993-09-03 00:00:00,2019-02-13 00:00:00
2017-06-21,2017-06-28,00:05:44,186,37,12,Encerrado,12,37,186,7,Emitir certificado,Rafael Hollander,M,1997-09-17 00:00:00,Isabella Meirelles,F,1985-09-29 00:00:00,2019-01-07 00:00:00
2017-06-21,2017-06-29,00:08:42,233,57,9,Encerrado,9,57,233,8,Tempo de resposta,Suporte sem cadastro (ID 57),,,Larissa do Nascimento Lima,F,1994-05-24 00:00:00,2019-04-24 00:00:00
2017-06-21,2017-06-24,00:02:29,149,156,12,Encerrado,12,156,149,3,Emitir certificado,Suporte sem cadastro (ID 156),,,Gabriel Mesquita,M,1998-08-20 00:00:00,2019-12-17 00:00:00
2017-06-21,2017-06-22,00:08:04,135,125,10,Encerrado,10,125,135,1,Alterar perfil de usuário,Suporte sem cadastro (ID 125),,,Fernanda Rocha,F,1987-07-06 00:00:00,2019-06-28 00:00:00
2017-06-22,2017-06-22,00:06:52,243,303,9,Encerrado,9,303,243,0,Tempo de resposta,Suporte sem cadastro (ID 303),,,Lígia Fernandes Filardi,F,1988-11-01 00:00:00,2019-04-03 00:00:00
2017-06-22,2017-06-22,00:04:12,392,216,8,Encerrado,8,216,392,0,Renovação de contrato,Suporte sem cadastro (ID 216),,,Ramon Vaz,M,1983-06-18 00:00:00,2018-03-09 00:00:00
2017-06-22,2017-06-25,00:08:43,162,80,9,Encerrado,9,80,162,3,Tempo de resposta,Suporte sem cadastro (ID 80),,,Giovana Marinho,F,1997-02-27 00:00:00,2018-08-10 00:00:00
2017-06-22,2017-06-24,00:04:12,133,70,2,Encerrado,2,70,133,2,Problema com login,Suporte sem cadastro (ID 70),,,Fernanda do Nascimento Rocha,F,1980-12-09 00:00:00,2017-02-19 00:00:00
2017-06-22,2017-06-22,00:01:59,193,96,6,Cancelado,6,96,193,0,Recursos não disponíveis,Suporte sem cadastro (ID 96),,,Joana Guimarães,F,1995-07-28 00:00:00,2019-09-17 00:00:00
2017-06-22,2017-06-25,00:05:30,141,20,11,Encerrado,11,20,141,3,Dúvidas/Outros,Giuseppe Fernandes,M,1997-07-16 00:00:00,Flávio Fontes,M,1981-10-30 00:00:00,2018-09-12 00:00:00
2017-06-22,2017-06-24,00:03:39,237,356,9,Encerrado,9,356,237,2,Tempo de resposta,Suporte sem cadastro (ID 356),,,Leandro Tabet,M,1982-07-20 00:00:00,2017-11-22 00:00:00
2017-06-22,2017-06-26,00:03:38,146,45,6,Cancelado,6,45,146,4,Recursos não disponíveis,Suporte sem cadastro (ID 45),,,Frederico Vidal,M,1983-10-30 00:00:00,2019-12-05 00:00:00
2017-06-22,2017-06-24,00:06:27,381,31,1,Encerrado,1,31,381,2,Conexão lenta,Maria Lopes de Almeida,F,1994-09-04 00:00:00,Rafael Oliveira Leite Silva,M,1980-11-18 00:00:00,2019-06-08 00:00:00
2017-06-23,2017-06-24,00:09:15,312,185,12,Encerrado,12,185,312,1,Emitir certificado,Suporte sem cadastro (ID 185),,,Marta de Oliveira,F,1981-04-08 00:00:00,2018-01-25 00:00:00
2017-06-23,2017-06-24,00:01:59,327,131,2,Encerrado,2,131,327,1,Problema com login,Suporte sem cadastro (ID 131),,,Michelle Zerbinato,F,1993-09-03 00:00:00,2019-02-13 00:00:00
2017-06-23,2017-06-26,00:05:30,322,56,13,Encerrado,13,56,322,3,Sugestões/Outros,Suporte sem cadastro (ID 56),,,Matheus Pereira dos Santos,M,1992-08-30 00:00:00,2019-04-11 00:00:00
2017-06-23,2017-06-27,00:08:57,103,101,21,Encerrado,21,101,103,4,Imagem,Suporte sem cadastro (ID 101),,,Daniel Thuler,M,1996-06-25 00:00:00,2019-03-02 00:00:00
2017-06-23,2017-06-23,00:03:38,328,54,11,Aguardando resposta do usuário,11,54,328,0,Dúvidas/Outros,Suporte sem cadastro (ID 54),,,Milena Brum,F,1993-12-16 00:00:00,2019-10-14 00:00:00
2017-06-23,2017-06-25,00:05:58,417,98,3,Encerrado,3,98,417,2,Cancelar usuário,Suporte sem cadastro (ID 98),,,Suelen Lander Regasso,F,1997-04-25 00:00:00,2017-10-23 00:00:00
2017-06-23,2017-06-26,00:01:32,46,450,2,Encerrado,2,450,46,3,Problema com login,Suporte sem cadastro (ID 450),,,Bernardo Essaber,M,1984-08-14 00:00:00,2019-11-28 00:00:00
2017-06-23,2017-06-23,00:05:26,132,17,10,Cancelado,10,17,132,0,Alterar perfil de usuário,Eric Amante,M,1998-08-05 00:00:00,Fernanda Castro Morett Ceppas,F,1996-10-28 00:00:00,2018-05-23 00:00:00
2017-06-23,2017-06-29,00:01:58,190,34,12,Encerrado,12,34,190,6,Emitir certificado,Matheus Rubio,M,1990-12-26 00:00:00,Jaqueline Rimolo de Menezes,F,1984-11-21 00:00:00,2017-11-27 00:00:00
2017-06-24,2017-06-27,00:01:56,169,47,1,Encerrado,1,47,169,3,Conexão lenta,Suporte sem cadastro (ID 47),,,Guilherme Nunez,M,1984-09-22 00:00:00,2018-04-06 00:00:00
2017-06-24,2017-06-26,00:05:53,173,67,8,Encerrado,8,67,173,2,Renovação de contrato,Suporte sem cadastro (ID 67),,,Helena Carramanhos Peixoto ,F,1997-07-25 00:00:00,2018-03-13 00:00:00
2017-06-24,2017-07-01,00:02:51,24,21,1,Cancelado,1,21,24,7,Conexão lenta,Higor Frossard,M,1990-10-10 00:00:00,André dos Santos Pereira Brito,M,1996-03-21 00:00:00,2019-01-05 00:00:00
2017-06-24,2017-06-24,00:03:51,10,226,13,Encerrado,13,226,10,0,Sugestões/Outros,Suporte sem cadastro (ID 226),,,Amanda de Lacerda,F,1990-08-30 00:00:00,2018-07-01 00:00:00
2017-06-24,2017-06-25,00:02:50,284,382,1,Encerrado,1,382,284,1,Conexão lenta,Suporte sem cadastro (ID 382),,,Manuela Abreu Braga Martins,F,1992-03-21 00:00:00,2018-09-28 00:00:00
2017-06-24,2017-07-01,00:03:45,225,212,12,Aguardando resposta do usuário,12,212,225,7,Emitir certificado,Suporte sem cadastro (ID 212),,,Julia Valim,F,1992-04-03 00:00:00,2019-08-21 00:00:00
2017-06-24,2017-06-30,00:10:40,286,191,2,Encerrado,2,191,286,6,Problema com login,Suporte sem cadastro (ID 191),,,Manuela Tavares,F,1993-05-30 00:00:00,2018-08-06 00:00:00
2017-06-24,2017-07-02,00:06:15,201,14,1,Encerrado,1,14,201,8,Conexão lenta,Daniel Garcia,M,2000-04-02 00:00:00,João Lima,M,1981-01-11 00:00:00,2017-09-22 00:00:00
2017-06-24,2017-06-24,00:04:04,103,120,6,Encerrado,6,120,103,0,Recursos não disponíveis,Suporte sem cadastro (ID 120),,,Daniel Thuler,M,1996-06-25 00:00:00,2019-03-02 00:00:00
2017-06-24,2017-06-26,00:03:30,23,101,11,Aguardando resposta do usuário,11,101,23,2,Dúvidas/Outros,Suporte sem cadastro (ID 101),,,Andre Campos,M,1999-05-10 00:00:00,2019-06-30 00:00:00
2017-06-24,2017-06-30,00:03:01,423,34,21,Encerrado,21,34,423,6,Imagem,Matheus Rubio,M,1990-12-26 00:00:00,Thayná Freitas Medronho,F,1998-04-20 00:00:00,2017-01-03 00:00:00
2017-06-24,2017-06-24,00:05:57,155,201,8,Encerrado,8,201,155,0,Renovação de contrato,Suporte sem cadastro (ID 201),,,Gabriela de Souza Campos,F,1992-04-17 00:00:00,2019-02-02 00:00:00
2017-06-24,2017-06-25,00:08:05,340,123,11,Encerrado,11,123,340,1,Dúvidas/Outros,Suporte sem cadastro (ID 123),,,Nathalia Melo Eiras,F,1992-02-03 00:00:00,2017-01-30 00:00:00
2017-06-24,2017-06-24,00:04:42,139,224,13,Encerrado,13,224,139,0,Sugestões/Outros,Suporte sem cadastro (ID 224),,,Fillipe Tupini,M,1981-02-14 00:00:00,2018-03-14 00:00:00
2017-06-24,2017-06-24,00:08:13,298,118,13,Encerrado,13,118,298,0,Sugestões/Outros,Suporte sem cadastro (ID 118),,,Mariana Bach,F,1994-10-15 00:00:00,2019-01-10 00:00:00
2017-06-24,2017-06-24,00:05:05,389,148,6,Encerrado,6,148,389,0,Recursos não disponíveis,Suporte sem cadastro (ID 148),,,Raíza Barcellos,F,1998-01-31 00:00:00,2019-10-14 00:00:00
2017-06-25,2017-06-26,00:06:50,238,404,1,Cancelado,1,404,238,1,Conexão lenta,Suporte sem cadastro (ID 404),,,Leonardo de Paula,M,1982-11-21 00:00:00,2017-10-15 00:00:00
2017-06-25,2017-06-25,00:02:40,141,186,4,Aguardando resposta do usuário,4,186,141,0,Prazo expirado antes do tempo,Suporte sem cadastro (ID 186),,,Flávio Fontes,M,1981-10-30 00:00:00,2018-09-12 00:00:00
2017-06-25,2017-06-27,00:14:33,394,285,11,Encerrado,11,285,394,2,Dúvidas/Outros,Suporte sem cadastro (ID 285),,,Raquel Tavares,M,1993-10-18 00:00:00,2018-07-10 00:00:00
2017-06-25,2017-07-01,00:12:24,111,199,9,Encerrado,9,199,111,6,Tempo de resposta,Suporte sem cadastro (ID 199),,,Diego de Melo Teixeira,M,1985-02-26 00:00:00,2019-02-23 00:00:00
2017-06-25,2017-06-28,00:06:41,342,102,6,Cancelado,6,102,342,3,Recursos não disponíveis,Suporte sem cadastro (ID 102),,,Nicole Marquito de Paiva Torres,F,1982-09-03 00:00:00,2017-10-23 00:00:00
2017-06-25,2017-06-26,00:02:06,124,29,19,Encerrado,19,29,124,1,Falha no Powerpoint,João Monteiro,M,1995-07-20 00:00:00,Elaine Lopes de Almeida,F,1992-07-31 00:00:00,2019-01-06 00:00:00
2017-06-25,2017-06-25,00:04:58,131,439,15,Encerrado,15,439,131,0,Página indisponível,Suporte sem cadastro (ID 439),,,Felipe Sousa Melo,M,1996-04-30 00:00:00,2017-07-19 00:00:00
2017-06-25,2017-06-28,00:11:00,13,146,4,Cancelado,4,146,13,3,Prazo expirado antes do tempo,Suporte sem cadastro (ID 146),,,Amanda Marques Ribeiro,F,1981-10-08 00:00:00,2017-05-11 00:00:00
2017-06-25,2017-06-27,00:07:35,48,59,2,Encerrado,2,59,48,2,Problema com login,Suporte sem cadastro (ID 59),,,Bernardo Silva,M,1986-11-25 00:00:00,2019-08-02 00:00:00
2017-06-25,2017-06-29,00:03:07,270,66,11,Encerrado,11,66,270,4,Dúvidas/Outros,Suporte sem cadastro (ID 66),,,Luiz Costa Vasconcellos,M,1997-05-20 00:00:00,2019-08-23 00:00:00
2017-06-25,2017-06-26,00:03:42,336,136,9,Cancelado,9,136,336,1,Tempo de resposta,Suporte sem cadastro (ID 136),,,Nathalia Bach,F,1997-08-17 00:00:00,2017-01-11 00:00:00
2017-06-25,2017-06-26,00:07:34,16,181,5,Encerrado,5,181,16,1,Problema com pagamento,Suporte sem cadastro (ID 181),,,Ana Bernardo,F,1990-12-14 00:00:00,2017-06-10 00:00:00
